Name,Position,Height,Weight,Academic Year,Hometown,Previous School,Year,School,From_US_State,Is_Transfer,Age,G,MP,OWS,DWS,WS,WS/40,MPG
Ryan Greer,G,74.0,190.0,Jr.,Georgia,,2020,Northwestern,True,False,20.0,23.0,300.0,0.4,0.3,0.7,0.097,13.043478260869565
Ryan Young,C,82.0,245.0,R-So.,New Jersey,,2020,Northwestern,True,False,20.0,24.0,454.0,1.2,0.6,1.9,0.167,18.916666666666668
Sam Freeman,C,82.0,240.0,So.,Texas,Northwest,2020,Minnesota,True,False,19.0,18.0,124.0,0.0,0.1,0.1,0.044,6.888888888888889
Sam Sessoms,G,72.0,187.0,Junior,Pennsylvania,Binghamton,2020,Penn_State,True,False,20.0,24.0,497.0,0.3,0.5,0.8,0.065,20.70833333333333
Sasha Stefanovic,G,77.0,200.0,Jr.,Indiana,,2020,Purdue,True,False,20.0,25.0,735.0,1.9,0.8,2.7,0.147,29.4
Sebastien Scott,G,74.0,185.0,Fr.,California,,2020,Indiana,True,False,18.0,,,,,,,
Seth Lundy,F,78.0,219.0,Sophomore,New Jersey,,2020,Penn_State,True,False,19.0,25.0,595.0,0.9,0.6,1.4,0.095,23.8
Seth Towns,F,81.0,230.0,Gr.,Ohio,,2020,Ohio_State,True,False,23.0,25.0,271.0,0.6,0.3,0.9,0.128,10.84
Shamiel Stevenson,G,78.0,245.0,Junior,Ontario,Nevada/Pitt,2020,Nebraska,False,False,20.0,26.0,373.0,0.0,0.5,0.5,0.055,14.346153846153848
Steven Crowl,F,84.0,217.0,Fr.,Minnesota,,2020,Wisconsin,True,False,18.0,12.0,39.0,0.0,0.1,0.1,0.066,3.25
Steven Izzo,G,68.0,150.0,So.,Michigan,,2020,Michigan_State,True,False,19.0,8.0,11.0,-0.1,0.0,-0.1,-0.406,1.375
Taylor Nussbaum,G,74.0,175.0,Senior,New York,,2020,Penn_State,True,False,21.0,3.0,5.0,0.0,0.0,0.0,-0.139,1.6666666666666667
Teddy Allen,G,78.0,223.0,Junior,Arizona,,2020,Nebraska,True,False,20.0,22.0,598.0,1.0,0.7,1.7,0.117,27.181818181818183
Terrance Williams II,F,79.0,240.0,Fr.,Maryland,,2020,Michigan,True,False,18.0,,,,,,,
Thomas Kithier,F,80.0,230.0,Jr.,Michigan,,2020,Michigan_State,True,False,20.0,26.0,281.0,0.6,0.2,0.9,0.126,10.807692307692308
Thorir Thorbjarnarson,G,78.0,202.0,Senior,Iceland,,2020,Nebraska,False,False,21.0,27.0,598.0,0.1,0.6,0.8,0.051,22.14814814814815
Tony Perkins,G,76.0,210.0,Fr.,Indiana,,2020,Iowa,True,False,18.0,24.0,147.0,0.3,0.2,0.5,0.135,6.125
Trayce Jackson-Davis,F,81.0,245.0,So.,Indiana,,2020,Indiana,True,False,19.0,27.0,925.0,2.9,1.4,4.3,0.187,34.25925925925926
Tre' Williams,G,77.0,200.0,So.,Texas,Wasatch Academy,2020,Minnesota,True,False,19.0,27.0,502.0,0.0,0.5,0.5,0.043,18.59259259259259
Trent Buttrick,F,80.0,240.0,Senior,Pennsylvania,,2020,Penn_State,True,False,21.0,25.0,333.0,0.2,0.4,0.6,0.073,13.32
Trent Frazier,G,74.0,175.0,Sr.,Florida,,2020,Illinois,True,False,21.0,31.0,1044.0,1.8,1.7,3.5,0.135,33.67741935483871
Trevion Williams,F,82.0,265.0,Jr.,Illinois,,2020,Purdue,True,False,20.0,28.0,703.0,2.1,1.3,3.4,0.194,25.107142857142858
Trevor Anderson,G,75.0,195.0,R-Sr.,Wisconsin,,2020,Wisconsin,True,False,22.0,29.0,411.0,0.8,0.4,1.3,0.124,14.172413793103448
Trevor Lakes,F,79.0,215.0,Senior,Indiana,,2020,Nebraska,True,False,21.0,14.0,135.0,0.2,0.1,0.3,0.087,9.642857142857142
Trey Galloway,G,76.0,210.0,Fr.,Indiana,,2020,Indiana,True,False,18.0,25.0,490.0,0.1,0.4,0.6,0.046,19.6
Trey McGowens,G,76.0,191.0,Junior,South Carolina,,2020,Nebraska,True,False,20.0,27.0,766.0,0.3,1.0,1.2,0.063,28.37037037037037
Ty Berry,G,75.0,190.0,Fy.,Kansas,,2020,Northwestern,True,False,18.0,22.0,318.0,0.5,0.5,0.9,0.116,14.454545454545457
Tyler Underwood,G,74.0,180.0,Gr.,Illinois,,2020,Illinois,True,False,23.0,7.0,16.0,0.0,0.0,0.0,0.097,2.2857142857142856
Tyler Wahl,F,81.0,220.0,So.,Minnesota,,2020,Wisconsin,True,False,19.0,31.0,765.0,0.7,1.4,2.1,0.109,24.677419354838708
Walt McGrory,G,75.0,205.0,Sr.,Minnesota,,2020,Wisconsin,True,False,21.0,1.0,1.0,0.0,0.0,0.0,0.037,1.0
Yvan Ouedraogo,F,81.0,245.0,Sophomore,France,,2020,Nebraska,False,False,19.0,22.0,328.0,0.2,0.4,0.6,0.071,14.909090909090908
Zach Edey,C,88.0,185.0,Fr.,Ontario,,2020,Purdue,False,False,18.0,28.0,411.0,1.5,0.8,2.2,0.219,14.678571428571429
Zach Griffith,F,78.0,220.0,Sr.,Illinois,,2020,Illinois,True,False,21.0,7.0,22.0,0.0,0.0,0.1,0.11,3.142857142857143
Zeb Jackson,G,77.0,180.0,Fr.,Ohio,,2020,Michigan,True,False,18.0,16.0,85.0,-0.2,0.1,-0.1,-0.06,5.3125
Zed Key,F,80.0,255.0,Jr.,New York,,2020,Ohio_State,True,False,20.0,31.0,362.0,1.2,0.4,1.6,0.175,11.67741935483871
A.J. Hoggard,G,76.0,210.0,So.,Pennsylvania,,2021,Michigan_State,True,False,19.0,36.0,728.0,1.1,0.8,1.9,0.107,20.22222222222222
Abdoulaye Thiam,G,75.0,180.0,Fr.,Florida,Dr. Phillips,2021,Minnesota,True,False,18.0,15.0,49.0,-0.2,0.0,-0.1,-0.111,3.2666666666666666
Adrien Nunez,G,78.0,220.0,Sr.,New York,,2021,Michigan,True,False,21.0,10.0,31.0,0.0,0.0,0.0,0.018,3.1
Ahron Ulis,G,75.0,190.0,So.,Illinois,,2021,Iowa,True,False,19.0,35.0,485.0,0.5,0.6,1.1,0.087,13.857142857142858
Aidan McCool,G,75.0,165.0,So.,South Carolina,,2021,Maryland,True,False,19.0,3.0,5.0,0.0,0.0,0.0,0.373,1.6666666666666667
Aiden Terry,G,70.0,160.0,So.,Kentucky,,2021,Rutgers,True,False,19.0,3.0,5.0,-0.1,0.0,-0.1,-0.414,1.6666666666666667
Alfonso Plummer,G,73.0,180.0,Gr.,Puerto Rico,,2021,Illinois,False,True,23.0,33.0,995.0,2.8,1.0,3.7,0.15,30.151515151515152
Alonzo Verge Jr.,G,75.0,164.0,Senior,Illinois,,2021,Nebraska,True,True,21.0,,,,,,,
Andre Curbelo,G,73.0,175.0,So.,Puerto Rico,,2021,Illinois,False,False,19.0,19.0,367.0,-0.4,0.6,0.2,0.025,19.31578947368421
Andrew Fulin,F,78.0,195.0,Jr.,New Jersey,,2021,Rutgers,True,False,20.0,,,,,,,
Andy Christos,G,77.0,179.0,Sophomore,New Jersey,,2021,Penn_State,True,False,19.0,4.0,9.0,0.0,0.0,0.0,-0.061,2.25
Anthony Leal,G,77.0,205.0,So.,Indiana,,2021,Indiana,True,False,19.0,17.0,173.0,0.2,0.2,0.4,0.102,10.176470588235292
Arnaud Revaz,F,82.0,230.0,So.,Switzerland,,2021,Maryland,False,False,19.0,2.0,3.0,0.0,0.0,0.0,-0.006,1.5
Aundre Hyatt,F,78.0,227.0,So.,New York,,2021,Rutgers,True,True,19.0,32.0,408.0,0.2,0.5,0.7,0.066,12.75
Austin Ash,G,75.0,180.0,RS Sr.,Iowa,,2021,Iowa,True,False,22.0,18.0,79.0,0.3,0.0,0.4,0.191,4.388888888888889
Austin Hutcherson,G,78.0,190.0,Gr.,New York,,2021,Illinois,True,False,23.0,4.0,61.0,-0.1,0.1,0.0,0.021,15.25
Ben Carlson,F,81.0,226.0,So.,Minnesota,,2021,Wisconsin,True,False,19.0,32.0,292.0,-0.1,0.4,0.2,0.033,9.125
Benjamin Bosmans-Verdonk,F,80.0,235.0,R-So.,Belgium,,2021,Illinois,False,False,20.0,24.0,187.0,0.3,0.3,0.6,0.138,7.791666666666667
Boo Buie,G,74.0,180.0,Jr.,New York,,2021,Northwestern,True,False,20.0,31.0,914.0,2.0,0.9,2.8,0.124,29.483870967741936
Brad Davison,G,76.0,200.0,Sr.,Minnesota,,2021,Wisconsin,True,False,21.0,33.0,1136.0,2.9,1.5,4.4,0.154,34.42424242424242
Brandin Podziemski,G,77.0,200.0,Fr.,Wisconsin,,2021,Illinois,True,False,18.0,16.0,69.0,0.1,0.1,0.2,0.112,4.3125
Brandon Johns Jr.,F,80.0,240.0,Sr.,Michigan,,2021,Michigan,True,False,21.0,,,,,,,
Brandon Lieb,C,84.0,220.0,So.,Illinois,,2021,Illinois,True,False,19.0,10.0,24.0,0.1,0.0,0.1,0.187,2.4
Brandon Newman,G,77.0,200.0,So.,Indiana,,2021,Purdue,True,False,19.0,25.0,315.0,0.4,0.4,0.8,0.104,12.6
Brandon Wade,G,73.0,190.0,Sr.,Michigan,,2021,Michigan,True,False,21.0,,,,,,,
Brett Karkus,G,76.0,185.0,Fr.,New York,,2021,Maryland,True,False,18.0,2.0,3.0,0.0,0.0,0.0,-0.252,1.5
Brian Waddell,F,79.0,185.0,Fr.,Indiana,,2021,Purdue,True,False,18.0,,,,,,,
Brooks Barnhizer,G,78.0,215.0,Fy.,Indiana,,2021,Northwestern,True,False,18.0,11.0,82.0,0.0,0.1,0.1,0.051,7.454545454545454
Bryce McGowens,G,79.0,179.0,Freshman,South Carolina,,2021,Nebraska,True,False,18.0,31.0,1032.0,1.6,0.6,2.2,0.086,33.29032258064516
C.J. Wilcher,G,77.0,221.0,Freshman,New Jersey,Xavier,2021,Nebraska,True,False,18.0,32.0,788.0,1.1,0.3,1.4,0.07,24.625
Caleb Dorsey,F,79.0,235.0,Sophomore,Maryland,,2021,Penn_State,True,False,19.0,12.0,70.0,0.0,0.1,0.1,0.043,5.833333333333333
Caleb Furst,F,82.0,230.0,Fr.,Indiana,,2021,Purdue,True,False,18.0,34.0,498.0,1.2,0.5,1.8,0.143,14.647058823529411
Caleb Houstan,G/F,80.0,205.0,Fr.,Ontario,,2021,Michigan,False,False,18.0,34.0,1088.0,1.4,0.9,2.3,0.084,32.0
Caleb McConnell,G,79.0,200.0,Sr.,Florida,,2021,Rutgers,True,False,21.0,32.0,956.0,0.3,1.9,2.1,0.09,29.875
Carson Barrett,G,77.0,215.0,So.,Indiana,,2021,Purdue,True,False,19.0,9.0,19.0,-0.1,0.0,-0.1,-0.21,2.111111111111111
Carter Gilmore,F,79.0,224.0,So.,Wisconsin,,2021,Wisconsin,True,False,19.0,22.0,173.0,0.0,0.2,0.2,0.041,7.863636363636363
Carter Higginbottom,G,72.0,193.0,R-Jr.,Illinois,,2021,Wisconsin,True,False,21.0,6.0,6.0,-0.1,0.0,-0.1,-0.447,1.0
Carter Kingsbury,G,76.0,225.0,Fr.,Nebraska,,2021,Iowa,True,False,18.0,,,,,,,
Casey Simmons,G,78.0,180.0,Fy.,Massachusetts,,2021,Northwestern,True,False,18.0,27.0,312.0,0.0,0.4,0.4,0.053,11.555555555555555
Cedric Russell,G,74.0,190.0,Gr.,Louisiana,,2021,Ohio_State,True,True,23.0,30.0,386.0,0.6,0.1,0.7,0.073,12.866666666666667
Charlie Daniels,F,81.0,230.0,Sr.,Florida,The Potter's House Christian Academy,2021,Minnesota,True,True,21.0,29.0,328.0,0.0,0.4,0.4,0.043,11.310344827586206
Chase Audige,G,76.0,200.0,R-Jr.,New York,,2021,Northwestern,True,False,21.0,24.0,644.0,0.0,1.1,1.1,0.068,26.83333333333333
Chase Martin,G,75.0,180.0,So.,Missouri,,2021,Purdue,True,False,19.0,8.0,16.0,-0.1,0.0,-0.1,-0.215,2.0
Chris Hodges,F,81.0,239.0,Fr.,Illinois,,2021,Wisconsin,True,False,18.0,,,,,,,
Chris McGraw,G,72.0,176.0,Sophomore,Ohio,,2021,Nebraska,True,False,19.0,6.0,8.0,0.0,0.0,0.0,0.029,1.3333333333333333
Chris Vogt,C,84.0,257.0,Sr.,Kentucky,,2021,Wisconsin,True,True,21.0,33.0,424.0,0.7,0.8,1.5,0.138,12.848484848484848
Chucky Hepburn,G,74.0,211.0,Fr.,Nebraska,,2021,Wisconsin,True,False,18.0,33.0,1022.0,0.8,1.3,2.2,0.085,30.96969696969697
Clifford Omoruyi,C,83.0,240.0,So.,Nigeria,,2021,Rutgers,False,False,19.0,32.0,919.0,2.3,1.5,3.9,0.168,28.71875
Coleman Hawkins,F,82.0,215.0,So.,California,,2021,Illinois,True,False,19.0,33.0,627.0,0.9,1.2,2.1,0.133,19.0
Connor McCaffery,G,78.0,215.0,RS Sr.,Iowa,,2021,Iowa,True,False,22.0,34.0,578.0,1.0,0.6,1.6,0.109,17.0
Connor Serven,F,81.0,235.0,So.,Illinois,,2021,Illinois,True,False,19.0,6.0,12.0,0.0,0.0,0.0,-0.02,2.0
Da'Monte Williams,G,75.0,215.0,Sr.,Illinois,,2021,Illinois,True,False,21.0,33.0,949.0,0.6,1.5,2.1,0.087,28.75757575757576
Dain Dainja,F,81.0,270.0,R-Fr.,Minnesota,,2021,Illinois,True,False,19.0,,,,,,,
Dallion Johnson,G,75.0,182.0,Sophomore,Massachusetts,,2021,Penn_State,True,False,19.0,29.0,422.0,0.3,0.2,0.5,0.047,14.551724137931034
Dan Conlan,G,76.0,180.0,Sophomore,Pennsylvania,Dickinson,2021,Penn_State,True,False,19.0,3.0,4.0,0.0,0.0,0.0,0.004,1.3333333333333333
Danny Ogele,F,79.0,220.0,Sr.,Illinois,Saint Ignatius Prep,2021,Minnesota,True,True,21.0,13.0,41.0,-0.2,0.1,-0.1,-0.081,3.1538461538461537
Davis Smith,G,72.0,160.0,So.,Georgia,,2021,Michigan_State,True,False,19.0,12.0,20.0,-0.1,0.0,-0.1,-0.109,1.6666666666666667
DeVante' Jones,G,73.0,200.0,Gr.,Louisiana,,2021,Michigan,True,True,23.0,,,,,,,
Dean Reiber,F,82.0,225.0,So.,North Carolina,,2021,Rutgers,True,False,19.0,28.0,211.0,0.3,0.3,0.6,0.123,7.535714285714286
Denim Dawson,G,78.0,185.0,Freshman,California,,2021,Nebraska,True,False,18.0,,,,,,,
Derrick Walker,F,81.0,239.0,Junior,Missouri,,2021,Nebraska,True,False,20.0,32.0,839.0,2.2,0.7,2.9,0.139,26.21875
Donta Scott,F,80.0,230.0,Jr.,Pennsylvania,,2021,Maryland,True,False,20.0,32.0,1066.0,1.7,1.0,2.7,0.102,33.3125
E.J. Liddell,F,79.0,240.0,Jr.,Illinois,West,2021,Ohio_State,True,False,20.0,32.0,1062.0,4.6,1.6,6.3,0.236,33.1875
Eduardo Andre,F,83.0,236.0,Freshman,England,,2021,Nebraska,False,False,18.0,30.0,345.0,0.0,0.5,0.5,0.063,11.5
Eli Brooks,G,73.0,185.0,Gr.,Pennsylvania,,2021,Michigan,True,False,23.0,34.0,1223.0,2.8,1.1,3.9,0.128,35.97058823529412
Elyjah Williams,F,79.0,220.0,Gr.,Illinois,,2021,Northwestern,True,True,23.0,29.0,373.0,0.2,0.4,0.6,0.067,12.862068965517242
Eric Ayala,G,77.0,205.0,Sr.,Delaware,,2021,Maryland,True,False,21.0,31.0,1034.0,1.3,0.8,2.1,0.08,33.354838709677416
Eric Curry,F,81.0,240.0,R-Sr.,Tennessee,Southwest Christian Academy,2021,Minnesota,True,False,22.0,26.0,720.0,0.2,0.9,1.2,0.065,27.692307692307693
Eric Hunter Jr.,G,76.0,175.0,Sr.,Indiana,,2021,Purdue,True,False,21.0,,,,,,,
Ethan Morton,G,78.0,215.0,So.,Pennsylvania,,2021,Purdue,True,False,19.0,37.0,548.0,0.9,0.7,1.5,0.111,14.81081081081081
Eugene III,G,,,So.,Georgia,,2021,Ohio_State,True,False,19.0,,,,,,,
Eylijah Stephens,G,75.0,175.0,Sr.,Florida,Saint Thomas Aquinas,2021,Minnesota,True,True,21.0,,,,,,,
Fatts Russell,G,71.0,165.0,Gr.,Pennsylvania,,2021,Maryland,True,True,23.0,32.0,1044.0,2.0,1.0,3.0,0.114,32.625
Filip Rebraca,F,81.0,230.0,Sr.,Serbia,University of North Dakota,2021,Iowa,False,True,21.0,36.0,768.0,1.4,1.1,2.4,0.125,21.33333333333333
Frankie Collins,G,73.0,185.0,Fr.,California,,2021,Michigan,True,False,18.0,31.0,340.0,-0.2,0.4,0.2,0.023,10.96774193548387
Gabe Brown,F,80.0,215.0,Sr.,Michigan,,2021,Michigan_State,True,False,21.0,36.0,1039.0,2.4,0.9,3.3,0.128,28.86111111111111
Geo Baker,G,76.0,185.0,Sr.,New Hampshire,,2021,Rutgers,True,False,21.0,28.0,963.0,1.5,0.9,2.4,0.101,34.392857142857146
Greg Lee,F,81.0,217.0,Senior+,Illinois,Western Michigan/Cal State Bakersfield,2021,Penn_State,True,True,23.0,16.0,350.0,0.2,0.4,0.6,0.07,21.875
Hakim Hart,G,80.0,205.0,Jr.,Pennsylvania,,2021,Maryland,True,False,20.0,32.0,995.0,2.7,1.0,3.7,0.15,31.09375
Harrison Hookfin,F,78.0,195.0,Sr.,Ohio,,2021,Ohio_State,True,False,21.0,7.0,14.0,0.0,0.0,0.0,0.142,2.0
Hunter Dickinson,C,85.0,260.0,So.,Virginia,,2021,Michigan,True,False,19.0,32.0,1034.0,4.2,1.4,5.6,0.218,32.3125
Ian Burns,G,78.0,200.0,Fr.,Illinois,,2021,Michigan,True,False,18.0,2.0,3.0,0.0,0.0,0.0,-0.104,1.5
Ian Martinez,G,75.0,185.0,So.,Costa Rica,,2021,Maryland,False,True,19.0,28.0,351.0,-0.1,0.5,0.3,0.038,12.535714285714286
Ike Cornish,G,78.0,190.0,Fr.,Maryland,,2021,Maryland,True,False,18.0,,,,,,,
Irekefe Oweh,G,74.0,188.0,Sophomore,New Jersey,St. Thomas Aquinas,2021,Penn_State,True,True,19.0,2.0,3.0,-0.1,0.0,-0.1,-0.694,1.5
Isaac Lindsey,G,76.0,184.0,So.,Wisconsin,,2021,Wisconsin,True,True,19.0,6.0,13.0,0.0,0.0,0.0,-0.052,2.1666666666666665
Isaiah Barnes,G/F,79.0,185.0,Fr.,Illinois,,2021,Michigan,True,False,18.0,2.0,6.0,0.0,0.0,0.0,0.03,3.0
Isaiah Ihnen,F,81.0,220.0,Jr.,Germany,IBA Munich,2021,Minnesota,False,False,20.0,,,,,,,
Isaiah Thompson,G,73.0,160.0,Jr.,Indiana,,2021,Purdue,True,False,20.0,37.0,605.0,1.3,0.4,1.6,0.107,16.35135135135135
Ishaan Jagiasi,G,73.0,180.0,Junior,Delaware,,2021,Penn_State,True,False,20.0,2.0,2.0,0.0,0.0,0.0,0.004,1.0
Jace Howard,G,79.0,225.0,So.,Florida,,2021,Michigan,True,False,19.0,14.0,65.0,0.0,0.1,0.1,0.066,4.642857142857143
Jace Piatkowski,G,75.0,177.0,Redshirt Freshman,Nebraska,,2021,Nebraska,True,False,19.0,,,,,,,
Jackson Cronin,G,73.0,187.0,Freshman,New York,,2021,Nebraska,True,False,18.0,12.0,15.0,0.0,0.0,0.0,0.06,1.25
Jackson Purcell,G,77.0,175.0,Fr.,Minnesota,Eastview,2021,Minnesota,True,False,18.0,,,,,,,
Jacob Grandison,G/F,78.0,210.0,Gr.,California,,2021,Illinois,True,False,23.0,30.0,751.0,2.1,0.9,3.0,0.159,25.03333333333333
Jaden Akins,G,76.0,180.0,Fr.,Michigan,,2021,Michigan_State,True,False,18.0,36.0,532.0,0.4,0.7,1.0,0.077,14.77777777777778
Jaden Ivey,G,76.0,195.0,So.,Indiana,,2021,Purdue,True,False,19.0,36.0,1132.0,3.7,1.4,5.1,0.181,31.444444444444443
Jaden Jones,G,80.0,220.0,Fr.,Texas,,2021,Rutgers,True,False,18.0,17.0,176.0,0.2,0.1,0.3,0.068,10.352941176470589
Jahcobi Neath,G,76.0,196.0,Jr.,Ontario,,2021,Wisconsin,False,True,20.0,23.0,224.0,0.0,0.3,0.2,0.042,9.73913043478261
Jaheam Cornwall,G,72.0,190.0,Senior+,New York,Gardner-Webb,2021,Penn_State,True,True,23.0,25.0,395.0,-0.5,0.2,-0.2,-0.025,15.8
Jalanni White,F,80.0,205.0,Senior+,Connecticut,Canisius,2021,Penn_State,True,True,23.0,28.0,295.0,0.4,0.4,0.8,0.107,10.535714285714286
Jalen Miller,G,74.0,200.0,Fr.,Maryland,,2021,Rutgers,True,False,18.0,24.0,184.0,-0.1,0.2,0.1,0.022,7.666666666666667
Jalen Pickett,G,76.0,202.0,Senior,New York,Siena,2021,Penn_State,True,True,21.0,31.0,1154.0,2.3,1.3,3.5,0.122,37.2258064516129
Jamari Wheeler,G,73.0,170.0,Gr.,Florida,The Rock School,2021,Ohio_State,True,False,23.0,31.0,914.0,1.5,0.9,2.5,0.108,29.483870967741936
Jamison Battle,F,79.0,225.0,So.,Minnesota,DeLaSalle,2021,Minnesota,True,True,19.0,29.0,1064.0,1.9,0.9,2.8,0.105,36.689655172413794
Jared Wulbrun,G,70.0,180.0,Sr.,California,,2021,Purdue,True,False,21.0,10.0,20.0,-0.1,0.0,0.0,-0.086,2.0
Jaron Faulds,F,82.0,240.0,Sr.,Michigan,,2021,Michigan,True,False,21.0,15.0,51.0,0.0,0.0,0.1,0.061,3.4
Jason Whitens,G,77.0,210.0,R-Sr.,Michigan,,2021,Michigan_State,True,True,22.0,,,,,,,
Jevonnie Scott,F,79.0,252.0,Junior,Ontario,South Plains College,2021,Penn_State,False,True,20.0,11.0,70.0,-0.2,0.1,0.0,-0.015,6.363636363636363
Jimmy Sotos,G,75.0,200.0,Gr.,Illinois,,2021,Ohio_State,True,False,23.0,19.0,146.0,0.5,0.1,0.6,0.161,7.684210526315789
Joe Toussaint,G,72.0,190.0,Jr.,New York,,2021,Iowa,True,False,20.0,36.0,625.0,0.8,1.0,1.7,0.112,17.36111111111111
Joey Brunk,C,83.0,255.0,Gr.,Indiana,Southport H.S.,2021,Ohio_State,True,False,23.0,28.0,214.0,0.4,0.3,0.7,0.136,7.642857142857143
Joey Hauser,F,81.0,230.0,R-Sr.,Wisconsin,,2021,Michigan_State,True,False,22.0,35.0,776.0,1.8,0.9,2.6,0.137,22.17142857142857
Joey Kern,G,73.0,170.0,Gr.,Iowa,Dowling Catholic,2021,Minnesota,True,False,23.0,2.0,3.0,0.0,0.0,0.0,-0.237,1.5
John Harrar,F,81.0,240.0,Senior+,Pennsylvania,,2021,Penn_State,True,False,23.0,31.0,837.0,3.1,1.3,4.4,0.208,27.0
Johnny Davis,G/F,77.0,194.0,So.,Wisconsin,,2021,Wisconsin,True,False,19.0,31.0,1060.0,2.5,2.0,4.5,0.171,34.193548387096776
Jordan Bohannon,G,73.0,175.0,RS Sr.,Iowa,,2021,Iowa,True,False,22.0,36.0,968.0,2.7,0.7,3.4,0.141,26.88888888888889
Jordan Davis,G,76.0,198.0,So.,Wisconsin,,2021,Wisconsin,True,False,19.0,27.0,175.0,0.0,0.2,0.2,0.052,6.481481481481482
Jordan Geronimo,F,78.0,225.0,So.,New Jersey,,2021,Indiana,True,False,19.0,34.0,429.0,0.5,0.9,1.4,0.129,12.617647058823527
Josh Ogundele,F,82.0,275.0,So.,England,,2021,Iowa,False,False,19.0,19.0,98.0,0.0,0.2,0.1,0.052,5.157894736842105
Julian Reese,F,81.0,230.0,Fr.,Maryland,,2021,Maryland,True,False,18.0,32.0,565.0,0.8,0.6,1.4,0.1,17.65625
Julian Roper II,G,75.0,180.0,Fy.,Michigan,,2021,Northwestern,True,False,18.0,,,,,,,
Julius Marble II,F,81.0,245.0,Jr.,Texas,,2021,Michigan_State,True,False,20.0,,,,,,,
Justice Sueing,F,78.0,210.0,R-Sr.,Hawaii,,2021,Ohio_State,True,False,22.0,2.0,31.0,0.0,0.0,0.0,0.026,15.5
Justin Ahrens,F,78.0,195.0,Sr.,,,2021,Ohio_State,False,False,21.0,32.0,644.0,0.7,0.5,1.1,0.07,20.125
Justin Taphorn,G,77.0,208.0,So.,Illinois,,2021,Wisconsin,True,False,19.0,4.0,5.0,0.0,0.0,0.0,-0.187,1.25
Kalen Etzler,F,,,Fr.,Ohio,Crestview,2021,Ohio_State,True,False,18.0,,,,,,,
Keegan Murray,F,80.0,225.0,So.,Iowa,,2021,Iowa,True,False,19.0,35.0,1116.0,6.6,2.0,8.7,0.311,31.88571428571429
Keisei Tominaga,G,74.0,178.0,Sophomore,Japan,Ranger College,2021,Nebraska,False,True,19.0,30.0,494.0,0.6,0.3,0.8,0.067,16.466666666666665
Keon Coleman,G,76.0,210.0,Fr.,Louisiana,,2021,Michigan_State,True,False,18.0,6.0,10.0,-0.1,0.0,0.0,-0.059,1.6666666666666667
Keon Edwards,G,79.0,204.0,Freshman,Texas,,2021,Nebraska,True,False,18.0,19.0,107.0,-0.2,0.0,-0.2,-0.078,5.631578947368421
Khristian Lander,G,74.0,185.0,So.,Indiana,,2021,Indiana,True,False,19.0,13.0,115.0,-0.1,0.2,0.0,0.009,8.846153846153847
Kobe Bufkin,G,76.0,175.0,Fr.,Michigan,,2021,Michigan,True,False,18.0,28.0,298.0,0.1,0.3,0.4,0.055,10.642857142857142
Kobe Webster,G,72.0,176.0,Senior,Indiana,,2021,Nebraska,True,False,21.0,30.0,600.0,0.3,0.2,0.4,0.029,20.0
Kofi Cockburn,C,84.0,285.0,Jr.,Jamaica,,2021,Illinois,False,False,20.0,28.0,859.0,3.5,1.8,5.3,0.247,30.678571428571427
Kris Murray,F,80.0,220.0,So.,Iowa,,2021,Iowa,True,False,19.0,35.0,628.0,2.3,1.1,3.4,0.217,17.942857142857143
Kyle Young,F,80.0,225.0,Gr.,Ohio,,2021,Ohio_State,True,False,23.0,27.0,614.0,1.7,0.7,2.4,0.159,22.74074074074074
Lat Mayen,F,81.0,217.0,Junior,Australia,,2021,Nebraska,False,False,20.0,31.0,733.0,0.2,0.4,0.6,0.034,23.64516129032258
Logan Duncomb,C,81.0,234.0,Fr.,Ohio,,2021,Indiana,True,False,18.0,9.0,20.0,0.0,0.0,0.1,0.108,2.2222222222222223
Logan Stephens,G,74.0,197.0,Fr.,Georgia,,2021,Rutgers,True,False,18.0,,,,,,,
Lorne Bowman II,G,74.0,210.0,Fr.,Michigan,,2021,Wisconsin,True,False,18.0,,,,,,,
Luc Laketa,G,76.0,180.0,Fr.,Michigan,Winchendon (MA),2021,Iowa,True,False,18.0,12.0,34.0,0.0,0.0,0.1,0.066,2.833333333333333
Luke Nathan,F,83.0,240.0,Sr.,New Jersey,,2021,Rutgers,True,False,21.0,4.0,10.0,0.0,0.0,0.0,0.028,2.5
Luke Goode,G,79.0,200.0,Fr.,Indiana,,2021,Illinois,True,False,18.0,28.0,249.0,0.3,0.3,0.6,0.101,8.892857142857142
Luke Loewe,G,76.0,185.0,Sr.,Wisconsin,Fond du Lac,2021,Minnesota,True,True,21.0,30.0,1049.0,0.8,0.5,1.3,0.049,34.96666666666667
Mady Sissoko,C,81.0,235.0,So.,Mali,,2021,Michigan_State,False,False,19.0,30.0,134.0,0.1,0.2,0.3,0.082,4.466666666666667
Malaki Branham,G,77.0,180.0,Fr.,Ohio,St. Vincent-St. Mary???s,2021,Ohio_State,True,False,18.0,32.0,948.0,2.9,0.8,3.6,0.154,29.625
Malik Hall,F,80.0,225.0,Jr.,Illinois,,2021,Michigan_State,True,False,20.0,36.0,784.0,1.7,0.9,2.6,0.131,21.77777777777778
Maliq Carr,G/F,77.0,245.0,R-Fr.,Michigan,,2021,Michigan_State,True,False,19.0,1.0,1.0,0.0,0.0,0.0,0.003,1.0
